f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,label
1.0,0.5038461126664441,0.03085109743840536,0.005416604579495111,0.02220920638139411,0.00718239655868567,0.009059178061610591,0.006818396237002761,0.02744867628260476,0.005827135349569319,0.02322909483730131,0.012833824006000439,0.011834001815776053,0.0018975636581737222,0.009206341397191654,0.023981834445427057,0.005858002888047951,0.018205905877864432,0.00685392918103866,0.019712183873467518,0.011296187744720246,0.02424348463032535,0.007862977849724359,0.010709371012793551,0.014453741089565715,0.004494263311740008,0.014453741089565719,0.010709371012793545,0.00786297784972436,0.024243484630325354,0.011296187744720246,0.019712183873467556,forward_biased_diode
0.5941985863617847,1.0,0.7600057445314766,0.9813324162623144,0.03057849495129515,0.6521377043219747,0.572886672434883,0.5339351576106931,0.4158840190349099,0.5549221080458413,0.30564717195470176,0.4158811132575546,0.8393284865641252,0.4823589046302774,0.6315101419704034,0.05101769742327744,0.2973293866397437,0.41390553883157144,0.43758008327497894,0.14828710808918666,0.14939665056723572,0.07106491665847094,0.2889386283231993,0.337208540330024,0.4238615045659738,0.29522071511933545,0.4238615045659739,0.3372085403300241,0.2889386283231993,0.07106491665847094,0.14939665056723572,0.14828710808918663,reverse_biased_diode
1.0,0.49153553058393107,0.035170773753397555,0.009915735534931308,0.011029319556798757,0.015684487714882733,0.008851023596364749,0.01598531547934151,0.02597634222559177,0.007405173115325162,0.008197025426274287,0.012844959195865478,0.013158656892399645,0.010264001255067394,0.00043349971371840594,0.0028017381575606835,0.012230666630052416,0.012500197372467416,0.015931248175300193,0.007750832717445632,0.005359609206466227,0.00508453221734323,0.014106856235905997,0.009537344989933742,0.015900466356920193,0.0008543265343329333,0.015900466356920193,0.009537344989933727,0.014106856235905997,0.005084532217343242,0.005359609206466227,0.007750832717445666,forward_biased_diode
0.33412312988052423,0.583134552127621,0.5063179718372212,0.4856049406145509,0.9099135032113274,0.528708533202663,0.37424152533886,0.6890148539964293,0.6837755197324882,0.7509462922258577,0.7955368656777329,0.05558961572126564,0.07796151703340624,0.21812465091197558,0.8551554529800924,1.0,0.37447602179718475,0.6201197813736935,0.41960057642966486,0.4572900846478543,0.44476572490499433,0.325670232339121,0.3834537519429059,0.26473168895130106,0.6446796573153588,0.42196954353965443,0.6446796573153588,0.26473168895130117,0.3834537519429059,0.3256702323391208,0.44476572490499433,0.4572900846478543,reverse_biased_diode
1.0,0.4823241377540749,0.042640750653523636,0.018993926785189772,0.011950279197116782,0.023438231020025742,0.011832709199726616,0.009262403042712407,0.010835655701984187,0.011153493116861589,0.012849629244342254,0.01289704971613458,0.020224649826929297,0.023121010596948433,0.018609622845231714,0.013331228343626475,0.0027119922762006555,0.0031336710129178124,0.006957204103666223,0.01211975922198485,0.024588081712169935,0.0037530337935582437,0.011726689120735559,0.012113494378223058,0.014617972255870837,0.015421977179658415,0.014617972255870838,0.01211349437822306,0.011726689120735566,0.00375303379355823,0.024588081712169935,0.01211975922198489,forward_biased_diode
0.894721825641125,0.8144883015976467,0.619472205589567,0.4538162874816903,0.347136736501704,0.5974945466088681,0.5171528798792627,1.0,0.22342252275708646,0.5964203778464999,0.5986967300926764,0.41888001473646264,0.7120263362010001,0.835153346823022,0.6495112810432218,0.6560889697547474,0.6498189257348514,0.6110756464557004,0.89443408266891,0.766409310156423,0.8786858323907484,0.5919736258919169,0.26183481072055886,0.4548856706121312,0.1760507038331404,0.06426907411802181,0.1760507038331404,0.4548856706121313,0.2618348107205589,0.5919736258919168,0.8786858323907484,0.7664093101564231,reverse_biased_diode
1.0,0.49466871959586894,0.05501192485854267,0.014247760568357326,0.02930437050498613,0.02522052817025535,0.012192406055722083,0.004733349786542218,0.01605456535899873,0.010483122452545637,0.014201446547248567,0.0064519515789553715,0.013860809840444696,0.01205253621706793,0.013524692773189908,0.011776699285139625,0.003636222119720377,0.008393434372889292,0.014958684506691092,0.004878031526344167,0.015381432215238666,0.013936969848499146,0.004555316033067671,0.014111143045675355,0.0070199995589069735,0.0014632572193262862,0.0070199995589069735,0.01411114304567535,0.004555316033067668,0.013936969848499176,0.015381432215238666,0.004878031526344122,forward_biased_diode
0.9046209944232364,0.6450680711600727,0.7900030694689708,0.25734299879201644,0.26945190296853655,0.326653383651672,0.7728113991369868,0.5077490762883184,0.3129174288518502,1.0,0.617846159896522,0.2346514226092526,0.3987913120913136,0.40123290126201777,0.8642010495477763,0.322533484716383,0.2889734871460844,0.7704314124542234,0.174381334780277,0.34480235634857254,0.918748344548613,0.3631566707183736,0.79730733290048,0.31782348490159135,0.32515813880682526,0.5458113995233054,0.32515813880682537,0.31782348490159135,0.7973073329004801,0.3631566707183736,0.918748344548613,0.3448023563485728,reverse_biased_diode
1.0,0.4801041419024635,0.03999701186555142,0.014100585642939353,0.016734607928381818,0.014352680238045125,0.015039556945226193,0.014300494351519743,0.012774146288499226,0.008438310297847142,0.011795187636116544,0.008394259326475343,0.007729454639164887,0.014790016071587449,0.011055558482645946,0.013896779830252204,0.006990749916885082,0.013517767807524162,0.0058593508911334476,0.012366983870524418,0.013317648111453273,0.019174679523976692,0.01962595814787282,0.009635905617431908,0.012872551407106676,0.01355668811326269,0.012872551407106676,0.009635905617431904,0.019625958147872817,0.01917467952397673,0.013317648111453273,0.012366983870524416,forward_biased_diode
0.05951514583161648,0.5691371556528209,0.21050922296956737,0.1450582859266214,1.0,0.27339961140731056,0.375552599531888,0.4438438172020026,0.5689552529577161,0.8236312288024951,0.11175825144842717,0.26360757452911404,0.6274230317878192,0.14498961365352117,0.44458168301902246,0.6900006513012806,0.21057467480388298,0.2630120603403791,0.48902319979046427,0.33917313487377204,0.44200308919539333,0.21031882761080786,0.4278541034294893,0.18372486110790717,0.3036394027085654,0.813365202052047,0.3036394027085654,0.18372486110790706,0.4278541034294893,0.2103188276108078,0.44200308919539333,0.33917313487377204,reverse_biased_diode
1.0,0.4842258722948007,0.03102567677503501,0.012353710629320565,0.015707739459658795,0.02827226455076598,0.008839639255345729,0.008474841702217439,0.0010842163183283173,0.018937970132795863,0.018797736870557056,0.006619308151226219,0.0048782071751931905,0.013475074740296829,0.014956430156848041,0.008501342815835847,0.010272738866611909,0.006498439754892748,0.007303627500258933,0.006175711335401356,0.011027886608824575,0.007216615601550333,0.00986130990060407,0.009071426094984101,0.00885422885418369,0.021840627617273685,0.008854228854183686,0.009071426094984106,0.00986130990060407,0.007216615601550309,0.011027886608824575,0.00617571133540134,forward_biased_diode
0.3432650132208712,0.4545223976177902,0.2618931736659668,0.13725272706363756,0.5039764989870479,0.5728575663722691,0.20065131235208292,0.6307962089461373,0.25579257091100066,0.6392296257079132,0.8948590421877376,0.3162862123434923,0.2673657246649919,0.5402627533615874,0.5792266645252246,0.33039710648910253,0.27518751125868546,0.41111087011419883,0.25309649118636285,0.05099250205792778,1.0,0.6125185185811826,0.8714200117748044,0.6898009767606528,0.5068022541490322,0.05553317204231658,0.5068022541490322,0.6898009767606528,0.8714200117748045,0.6125185185811827,1.0,0.050992502057927915,reverse_biased_diode
1.0,0.47142332324232683,0.05785413704227713,0.012190732031972235,0.010876179334483652,0.01721585562564731,0.018624748996667374,0.018591726101828847,0.012833840465202412,0.0073504947392560496,0.020918405013925202,0.008525618700044507,0.0026898538574422885,0.005805147351808916,0.006801346016416875,0.008038749167739952,0.021392489994159464,0.012180036207128491,0.008463903311910609,0.020747137669327304,0.02057405110643656,0.012289827273636608,0.00605874890838899,0.004940626943174624,0.008388717527807687,0.0031004815461493493,0.008388717527807689,0.004940626943174624,0.006058748908388986,0.012289827273636578,0.02057405110643656,0.020747137669327335,forward_biased_diode
0.7933651122073736,0.24529310201328244,0.22886481033437037,0.2647238971458338,0.6619977725922122,0.6438441024966947,0.3090563147419408,0.14316778338701744,0.26781047235349764,0.9661012498631045,0.314084373467618,0.25137933738963614,0.37600015684190247,0.20916740715819204,0.38807660766686636,0.24573182621653894,0.470988770860658,0.638880675941086,0.44876679049545,0.1896925803363562,0.3513132630716811,0.3015654601236893,0.6217590796951821,0.17123994398295728,1.0,0.05859204196461209,0.9999999999999998,0.17123994398295736,0.6217590796951821,0.30156546012368934,0.3513132630716811,0.1896925803363563,reverse_biased_diode
1.0,0.4916644166460027,0.046853097051552585,0.014074149140444551,0.02059146378565775,0.009379242221765161,0.024989050252772996,0.019524212510166308,0.0009313182197175275,0.011141709605635233,0.013783590409184237,0.014287852738058004,0.013417757709322478,0.025960248177558095,0.004625839645224505,0.005492790366933626,0.01573972341138311,0.010571910140824318,0.017157472990584153,0.0016525348178115528,0.007488022760405727,0.004432040472437605,0.02084312451427804,0.012704460954457849,0.008444009564111505,0.0027763138116014743,0.008444009564111503,0.012704460954457852,0.02084312451427804,0.004432040472437592,0.007488022760405727,0.0016525348178115244,forward_biased_diode
0.8829810510162904,0.6063057027204241,0.7745275557525035,0.31276744527299605,0.6766957608908855,0.6247500290120133,0.2224617940805715,0.12026352926749848,0.3859436689902857,0.4075603229646166,0.22863501192061045,0.3473636783092041,0.287177968419511,0.3395636681078377,0.49247307509116117,0.415162991876708,0.3162413781833159,0.42255938416250277,0.902392707006843,0.38767499095071767,0.4680130749926141,0.18377091772484036,0.8667213652468867,0.6895752539598081,0.5587043689961169,1.0,0.5587043689961169,0.6895752539598082,0.8667213652468869,0.18377091772484044,0.4680130749926141,0.38767499095071767,reverse_biased_diode
1.0,0.49531545773436936,0.049507141561666426,0.011261591774572791,0.019110779792635688,0.010607780253253096,0.006997669701249632,0.007792074453102145,0.0029818681598849147,0.010422143085532786,0.021384199532052,0.025764652588602863,0.012553280378213993,0.022509240854160416,0.01179894973970452,0.007167483110126152,0.00436741948405844,0.004185739819354414,0.012209052489200813,0.01638139605441052,0.0036768392814244574,0.011741739553981079,0.00937882933950353,0.011820006264160323,0.0053908275574041055,0.005940125107959548,0.0053908275574041055,0.011820006264160349,0.009378829339503526,0.011741739553981048,0.0036768392814244574,0.016381396054410493,forward_biased_diode
0.8100374998840427,0.3555592613279612,0.2368509531164979,0.14006057888022586,0.5139965907740353,0.6538609444691429,0.06319871048088628,0.4927429440772257,1.0,0.10113497489449358,0.28075611815108276,0.3717701817820686,0.22717524097044978,0.5255426546150334,0.5103132752566172,0.4970532990639155,0.24275756244786892,0.43214427663651556,0.9339833781390307,0.24534830848344555,0.34409978060650503,0.21871995289302257,0.3773751949001664,0.8231756624436652,0.21722149997193893,0.11585772438610974,0.21722149997193893,0.8231756624436652,0.37737519490016647,0.21871995289302257,0.34409978060650503,0.24534830848344555,reverse_biased_diode
1.0,0.4823536388221485,0.07473102511649415,0.012629071527870718,0.01667154133829973,0.024973979571392566,0.015616704844662937,0.004209396771774504,0.0023455688707743685,0.01930330310131368,0.010521286929079185,0.00419076782816474,0.013335777698138946,0.015886074543434152,0.012718750727523348,0.016724950582933565,0.0062642019683708874,0.01273836697550296,0.018731055537974304,0.017124385721111877,0.013686782140029517,0.0202309041194501,0.020009156432586835,0.010181623075921057,0.02866736275878951,0.01359408693409219,0.02866736275878951,0.010181623075921074,0.020009156432586835,0.020230904119450097,0.013686782140029517,0.01712438572111188,forward_biased_diode
0.39365421911251025,0.39506411177629486,0.5653637250395634,0.8866822792760702,1.0,0.31185250065251013,0.712584456978297,0.16103534007661038,0.2838356349941675,0.582281419723582,0.8241866855672396,0.22819732688608038,0.6684282022593385,0.8931569575163181,0.0749072225906617,0.6744524469569172,0.5391313882240106,0.8020802357505159,0.09420607902891462,0.43934849878790216,0.8164040333569131,0.8488592230018146,0.14731703051943978,0.6430238603826207,0.09655203712503106,0.2783433182237373,0.09655203712503092,0.6430238603826207,0.14731703051943984,0.8488592230018146,0.8164040333569131,0.4393484987879021,reverse_biased_diode
1.0,0.4866984765123718,0.06501298300485625,0.005748962801879419,0.007667160424296924,0.01900512986772338,0.021864174460505238,0.010808812768909952,0.011484187267410243,0.019876776358768184,0.014101680721664404,0.007448970465569404,0.011432608587730687,0.01708800224149205,0.015068910142080486,0.0237138627254334,0.0034684529532138463,0.009895426761021588,0.01413690354873693,0.013993847408597009,0.009508392281632016,0.00755864624781571,0.01437486626947057,0.011425751630011477,0.006159202618514103,0.011364382811000596,0.006159202618514101,0.011425751630011477,0.014374866269470564,0.007558646247815736,0.009508392281632016,0.013993847408596986,forward_biased_diode
0.8760465404775643,0.3570495670240768,0.9548300151007112,0.840581444781668,0.5475637540689086,0.7848009165192025,0.8789468618421225,0.24701003117333495,0.6074196340318477,0.29140236699073074,0.30148591963877447,0.8272491321516767,0.4678081532607936,0.2714640013685022,0.7288409104317027,0.043968780054204876,0.22235812596955304,0.39147964660694007,0.3939619997658442,1.0,0.2554304950087062,0.572504957466428,0.2500043736579987,0.6736264878565722,0.36884397001734226,0.6350772130382668,0.3688439700173423,0.6736264878565723,0.25000437365799877,0.5725049574664279,0.2554304950087062,1.0,reverse_biased_diode
1.0,0.48723404999155495,0.04261218146374079,0.006301395176986306,0.01191600190375621,0.017709975773558005,0.014006172403119237,0.01521754966651571,0.004249989959866756,0.01038617758871577,0.004832565750116647,0.01810466404746002,0.025719259288028307,0.006220197936683062,0.016138075078874152,0.007668118738319545,0.01853513323594293,0.02139685402408216,0.013988696227053366,0.011650101539638165,0.015079831836229156,0.01877780970101347,0.011890684117924034,0.012995049785349235,0.02744353597041103,0.00030144458787065206,0.02744353597041103,0.012995049785349218,0.011890684117924034,0.018777809701013483,0.015079831836229156,0.011650101539638176,forward_biased_diode
0.7187009103917195,0.8856113662679015,0.20949401915725435,0.16307126580443612,0.6337414628209328,0.4041682961811765,0.39527850259690683,0.7146883820439115,0.2906735177152832,0.2857626771735881,0.4544893892797576,0.1930291530402844,1.0,0.5655893309371575,0.07807422567418133,0.49484548959828256,0.23914103175099466,0.529857384955044,0.2053191217341072,0.2752832379609437,0.12539853277234073,0.18300016139042835,0.5941692243895698,0.42674679935379844,0.5574105031627431,0.14978541777760632,0.5574105031627432,0.42674679935379833,0.5941692243895698,0.1830001613904284,0.12539853277234073,0.2752832379609437,reverse_biased_diode
1.0,0.4779740114214553,0.050852922491722574,0.008662073719325227,0.017306185078158193,0.012889695806703854,0.003921409048397881,0.01548775357566293,0.024245690374990532,0.007297774053216766,0.02290091867810914,0.005226318608586282,0.01272119285274847,0.010649631629384485,0.013484160617036625,0.012078498021671342,0.009325286583295907,0.014942429830175324,0.019820466243578555,0.016142815475178127,0.017702343052535225,0.019590063533984806,0.009958655056363279,0.012029467409047123,0.0021316507261448622,0.0094776817314901,0.0021316507261448635,0.01202946740904712,0.009958655056363277,0.0195900635339848,0.017702343052535225,0.016142815475178138,forward_biased_diode
0.29874943396167214,0.16900901123803014,0.4683537957055248,0.4565040792643716,0.25688881495118154,1.0,0.4155300777262494,0.2033850689265719,0.5862728484870654,0.5440685261580389,0.6382252097278358,0.51519049644491,0.13132444591769282,0.28336497080606043,0.9128043349453389,0.489701152494782,0.33786844838751434,0.91691720348479,0.5058363419125784,0.3260693722097687,0.5336021393697329,0.2602655929034612,0.7544902554077904,0.22342089499701986,0.44647352022359793,0.4921042735066287,0.44647352022359793,0.2234208949970198,0.7544902554077906,0.2602655929034612,0.5336021393697329,0.3260693722097687,reverse_biased_diode
1.0,0.4971589938782813,0.045862828860296925,0.013674639049387786,0.007840133294080856,0.011997277718884146,0.02215399007251596,0.0234681116292736,0.02967562718025361,0.017313589999810256,0.010108028350586067,0.018725978246747352,0.005114011867520183,0.01990233113651361,0.009611363860405593,0.009157862804553548,0.01420432803696081,0.004147682450130083,0.010866976660567976,0.011164616360335125,0.016174828740541464,0.007697010062050439,0.008931542744083778,0.016173352634014166,0.004528027923529779,0.01131325677694255,0.004528027923529778,0.016173352634014156,0.008931542744083781,0.00769701006205045,0.016174828740541464,0.011164616360335108,forward_biased_diode
0.9088810300216498,0.6086947055953355,0.5716245700824467,0.4085535007290374,0.507180482804616,0.297545477555591,0.7887582764757834,0.6761522456420221,0.5611138450917666,0.6867300167832302,0.48385608908677186,0.22828924884306817,0.5531555221868538,0.5856969338406652,0.5351048340749555,1.0,0.2329593243751,0.43179988167858485,0.5226899018154121,0.8281600106186329,0.2500681721445577,0.6596626014302429,0.5153146517842614,0.29444254019743343,0.33872007027725737,0.49395065166051355,0.3387200702772574,0.29444254019743343,0.5153146517842614,0.6596626014302427,0.2500681721445577,0.8281600106186329,reverse_biased_diode
1.0,0.49383370776633423,0.042342867979430855,0.022311010629415394,0.01956985699882178,0.0038765127267092873,0.006781237477995174,0.014271106026556641,0.011871932714442476,0.008854182106728913,0.010977834519526473,0.026880001711209713,0.002530317088741009,0.007737289952153862,0.014496096827792324,0.0057186100971545785,0.00685687578259094,0.015352012863335304,0.006393932633729405,0.014543221673520094,0.006371615697085803,0.009577990849221774,0.010733635745336765,0.01705674500092255,0.016352578915745798,0.01028426384986623,0.016352578915745798,0.01705674500092255,0.01073363574533677,0.009577990849221748,0.006371615697085803,0.01454322167352003,forward_biased_diode
0.5749155103734382,1.0,0.6253668502784353,0.6469789620533039,0.20404468753615493,0.17898056469428708,0.6074506257192486,0.1943238760677133,0.46729193792570406,0.5495504996588011,0.24629840181537316,0.327107807704181,0.3884102445530439,0.21601302463784422,0.25848357846727665,0.4007042524935178,0.22246060135924392,0.16286730534805624,0.40227688000066797,0.09225162164969829,0.6341892860847775,0.46515375351269744,0.15464339700305582,0.4127086029342784,0.24260847920164644,0.9187454101969066,0.24260847920164644,0.4127086029342784,0.15464339700305585,0.46515375351269755,0.6341892860847775,0.09225162164969827,reverse_biased_diode
1.0,0.4983009519194242,0.056107622421125755,0.008991474024288312,0.017367025895842755,0.010125728317035298,0.012475150653056143,0.017842576621607768,0.017062508869545485,0.015052788098931926,0.015035381045869208,0.016368749901538273,0.005966118249323164,0.009194445575290583,0.020962864929342434,0.0011983372700351152,0.004038553139539579,0.024411144371090883,0.011562316689814956,0.011428958199246933,0.01112683794586692,0.010819981616819272,0.014297437655466259,0.011065985759787128,0.00630241593032627,0.004056883739671186,0.006302415930326268,0.01106598575978712,0.014297437655466264,0.010819981616819263,0.01112683794586692,0.011428958199246924,forward_biased_diode
0.18661180556524007,0.5170411095873416,0.18808623180208828,0.3323371505075553,0.12262925052149798,0.10892765009666554,0.7789202848101235,0.13813152204849116,0.01915118673241689,0.15732720446254073,0.5434617029892895,0.43058930025287695,1.0,0.706629279276226,0.6053221283437269,0.7253385532289984,0.8878354612628657,0.3278933742061476,0.44734402763059,0.4111418357189274,0.2261933068228194,0.9858198353238242,0.7463204072986023,0.13634994259409763,0.645360932156259,0.585151828371648,0.645360932156259,0.13634994259409752,0.7463204072986024,0.9858198353238239,0.2261933068228194,0.4111418357189274,reverse_biased_diode
1.0,0.4941915723823321,0.060531972627873416,0.009664717520723799,0.015968535223266606,0.0009725776007165677,0.011661886631069446,0.004519751194696339,0.009032045088924027,0.01686532623887722,0.008304086232614857,0.02935564516883704,0.012108762126300812,0.006299383498083195,0.004263477828695604,0.00824576126214279,0.010438661466741439,0.014054578621098301,0.005006159134751943,0.023615373779719263,0.016058698434570338,0.005195874648360138,0.004948867531379937,0.005184544763966127,0.011160022163856106,0.0025046854394655664,0.011160022163856106,0.005184544763966096,0.004948867531379935,0.005195874648360132,0.016058698434570338,0.023615373779719326,forward_biased_diode
0.04771824211423311,0.22424960102432462,0.7276642203852606,0.7952113408046165,0.18374280581553276,0.6242869645673521,0.9698931492899672,0.23322244252960697,0.34796013709690055,0.0471305172345962,0.49301856219640294,0.5731005750225857,0.8725967558284685,0.7194063774667648,0.5370486523197155,0.05779708518998983,0.37164258035355335,1.0,0.5022902438503327,0.8294450654422483,0.5127693787361947,0.3985451640522393,0.2122186440350535,0.3355746470826772,0.22669253289379482,0.8257498919970415,0.22669253289379482,0.3355746470826771,0.21221864403505353,0.39854516405223933,0.5127693787361947,0.8294450654422483,reverse_biased_diode
1.0,0.4820909212916182,0.06212053021490636,0.02066206763917326,0.010736488408528009,0.013077025206234182,0.03153690830503519,0.011187951585920756,0.020742804764294423,0.010319554098144113,0.006968481773339436,0.01072418788309547,0.011620733955430167,0.00825492004296819,0.005199126562778183,0.004107346404766891,0.010194596000832683,0.022625685563325146,0.005096017618387339,0.0209379727680965,0.0032692351564662203,0.004170703150071224,0.02344901155371688,0.017325960564339486,0.008008579825955108,0.0075404403636985485,0.00800857982595511,0.017325960564339497,0.023449011553716884,0.004170703150071194,0.0032692351564662203,0.020937972768096568,forward_biased_diode
0.6054868429413116,0.5586679938642745,0.1997480637682403,1.0,0.5855164183478474,0.45620116318081005,0.23346519041572877,0.6437687381906106,0.9073388609653217,0.37924611057718854,0.4930992524568107,0.8940781158390207,0.38759181572689033,0.19844488523373385,0.6788253683748809,0.1709319950582084,0.44200522019097827,0.23335381578813988,0.2938813099857518,0.4902748142995102,0.6275909148602888,0.9158774281278643,0.9099903946178783,0.34094522813801964,0.8824545844911378,0.20658635581938387,0.8824545844911379,0.3409452281380196,0.9099903946178785,0.9158774281278644,0.6275909148602888,0.4902748142995102,reverse_biased_diode
1.0,0.48598946297589446,0.04320499805453939,0.017037237082357524,0.014905892653752292,0.01568210960375442,0.023367195183385012,0.010642076799387515,0.01776684184804076,0.00803563544184809,0.023020490953076216,0.021168364927054508,0.0049426290448208515,0.008046235588656922,0.0042374303760048,0.003934411716413613,0.007057871330402535,0.015846456849394636,0.023019725879324767,0.014240902445913977,0.007820258106599007,0.012948840440461804,0.016479623944590696,0.005243305182941221,0.002053269697828775,0.005015782067537625,0.002053269697828773,0.005243305182941224,0.016479623944590693,0.012948840440461804,0.007820258106599007,0.014240902445913932,forward_biased_diode
